time, lone, latg, alti, altia, vimag, vrmag, loneip, latgip, tgo, path, azih, pati, alph, beta, thep, psip, eu_r1, eu_r2, eu_i1, eu_i2, inc, ha, hp, aorb, ta, mach, dp, thru, drag, ab, massLV, drng, drngi, delv0, delv1, delv2, delv3, delv4, plon, diip0, diip1, diip2, diip3
   46.2000000,  127.5365188,   34.4297960,    3.5802517,    3.5802517,    0.4254109,    0.1778460,  127.5379160,   34.4190371,   50.6155883,   82.4333144,  173.5737974,   24.4825955,    0.1946672,    0.3006814,   82.6122720,    0.0000000,   82.6401322,  171.3218699,   82.6122720,    0.0000000,   34.5806404,    5.1722803,-6370.4702420, 3195.4880192,  179.9372371,    0.5450889,   13.5406446,  684.1369419,   17.1503002,    1.5909773,42749.7263758,    0.2259801,    1.4304155,    0.5063281,    0.0015963,    0.0839037,    0.0761330,    0.7097321,   31.6501981,    0.0052804,    1.4674587,   -0.0014301,    0.0002181
   46.4000000,  127.5365245,   34.4297538,    3.6156255,    3.6156255,    0.4259614,    0.1790332,  127.5379601,   34.4187486,   50.9094615,   82.3533874,  173.5467425,   24.6179904,    0.2021420,    0.3011709,   82.5395840,    0.0000000,   82.5676071,  171.3155650,   82.5395840,    0.0000000,   34.5857575,    5.2284029,-6370.4668715, 3195.5177657,  179.9368160,    0.5489655,   13.6714573,  684.4062476,   17.3510365,    1.5930367,42698.8538926,    0.2306985,    1.4627768,    0.5081325,    0.0016316,    0.0847170,    0.0764095,    0.7132118,   31.5482538,    0.0052988,    1.4712736,   -0.0014550,    0.0002223
   46.6000000,  127.5365304,   34.4297110,    3.6512284,    3.6512284,    0.4265171,    0.1802248,  127.5380050,   34.4184551,   51.2040977,   82.2732704,  173.5201496,   24.7533874,    0.2098064,    0.3016573,   82.4668960,    0.0000000,   82.4950826,  171.3093886,   82.4668960,    0.0000000,   34.5910154,    5.2849539,-6370.4634451, 3195.5477544,  179.9363932,    0.5528607,   13.8026243,  684.6762920,   17.5530640,    1.5950996,42647.9814094,    0.2354981,    1.4957026,    0.5099320,    0.0016675,    0.0855345,    0.0766851,    0.7166957,   31.4452599,    0.0053174,    1.4750890,   -0.0014803,    0.0002266
   46.8000000,  127.5365364,   34.4296674,    3.6870611,    3.6870611,    0.4270779,    0.1814208,  127.5380507,   34.4181565,   51.4994971,   82.1929698,  173.4940094,   24.8887816,    0.2176539,    0.3021405,   82.3942080,    0.0000000,   82.4225587,  171.3033372,   82.3942080,    0.0000000,   34.5964168,    5.3419353,-6370.4599622, 3195.5779866,  179.9359687,    0.5567746,   13.9341340,  684.9470640,   17.7563766,    1.5971661,42597.1089262,    0.2403798,    1.5291992,    0.5117267,    0.0017041,    0.0863562,    0.0769598,    0.7201837,   31.3412170,    0.0053360,    1.4789049,   -0.0015058,    0.0002310
   47.0000000,  127.5365426,   34.4296230,    3.7231243,    3.7231243,    0.4276439,    0.1826213,  127.5380974,   34.4178528,   51.7956598,   82.1124920,  173.4683126,   25.0241682,    0.2256783,    0.3026207,   82.3215200,    0.0000000,   82.3500355,  171.2974072,   82.3215200,    0.0000000,   34.6019646,    5.3993491,-6370.4564221, 3195.6084635,  179.9355426,    0.5607073,   14.0659749,  685.2185521,   17.9609678,    1.5992362,42546.2364430,    0.2453443,    1.5632728,    0.5135165,    0.0017413,    0.0871820,    0.0772335,    0.7236759,   31.2361257,    0.0053547,    1.4827215,   -0.0015316,    0.0002354
   47.2000000,  127.5365488,   34.4295779,    3.7594188,    3.7594188,    0.4282150,    0.1838262,  127.5381449,   34.4175438,   52.0925858,   82.0318431,  173.4430502,   25.1595424,    0.2338733,    0.3030977,   82.2488320,    0.0000000,   82.2775129,  171.2915950,   82.2488320,    0.0000000,   34.6076615,    5.4571973,-6370.4528242, 3195.6391866,  179.9351148,    0.5646590,   14.1981348,  685.4907450,   18.1668307,    1.6013099,42495.3639597,    0.2503926,    1.5979298,    0.5153014,    0.0017792,    0.0880121,    0.0775062,    0.7271723,   31.1299867,    0.0053735,    1.4865387,   -0.0015577,    0.0002399
   47.4000000,  127.5365552,   34.4295321,    3.7959451,    3.7959451,    0.4287913,    0.1850356,  127.5381933,   34.4172297,   52.3902753,   81.9510292,  173.4182133,   25.2948992,    0.2422329,    0.3035717,   82.1761440,    0.0000000,   82.2049910,  171.2858975,   82.1761440,    0.0000000,   34.6135103,    5.5154818,-6370.4491677, 3195.6701571,  179.9346853,    0.5686296,   14.3306018,  685.7636312,   18.3739585,    1.6033872,42444.4914765,    0.2555257,    1.6331764,    0.5170813,    0.0018178,    0.0888463,    0.0777780,    0.7306728,   31.0228006,    0.0053925,    1.4903565,   -0.0015841,    0.0002444
   47.6000000,  127.5365618,   34.4294855,    3.8327041,    3.8327041,    0.4293728,    0.1862495,  127.5382426,   34.4169102,   52.6887284,   81.8700563,  173.3937932,   25.4302338,    0.2507512,    0.3040425,   82.1034560,    0.0000000,   82.1324698,  171.2803115,   82.1034560,    0.0000000,   34.6195139,    5.5742047,-6370.4454521, 3195.7013763,  179.9342540,    0.5726194,   14.4633636,  686.0371989,   18.5823437,    1.6054681,42393.6189933,    0.2607442,    1.6690190,    0.5188564,    0.0018571,    0.0896847,    0.0780489,    0.7341776,   30.9145684,    0.0054115,    1.4941749,   -0.0016107,    0.0002489
   47.8000000,  127.5365684,   34.4294381,    3.8696964,    3.8696964,    0.4299595,    0.1874679,  127.5382929,   34.4165854,   52.9879453,   81.7889302,  173.3697814,   25.5655412,    0.2594225,    0.3045104,   82.0307680,    0.0000000,   82.0599493,  171.2748338,   82.0307680,    0.0000000,   34.6256750,    5.6333680,-6370.4416766, 3195.7328457,  179.9338211,    0.5766285,   14.5964078,  686.3114365,   18.7919788,    1.6075526,42342.7465101,    0.2660493,    1.7054640,    0.5206265,    0.0018971,    0.0905273,    0.0783187,    0.7376866,   30.8052909,    0.0054306,    1.4979939,   -0.0016376,    0.0002535
   48.0000000,  127.5365752,   34.4293900,    3.9069228,    3.9069228,    0.4305515,    0.1886909,  127.5383441,   34.4162551,   53.2879260,   81.7076565,  173.3461696,   25.7008167,    0.2682409,    0.3049751,   81.9580800,    0.0000000,   81.9874295,  171.2694615,   81.9580800,    0.0000000,   34.6319967,    5.6929737,-6370.4378405, 3195.7645666,  179.9333864,    0.5806568,   14.7297216,  686.5863322,   19.0028556,    1.6096407,42291.8740268,    0.2714418,    1.7425178,    0.5223917,    0.0019379,    0.0913741,    0.0785876,    0.7411997,   30.6949690,    0.0054499,    1.5018136,   -0.0016649,    0.0002582
   48.2000000,  127.5365822,   34.4293411,    3.9443839,    3.9443839,    0.4311488,    0.1899183,  127.5383962,   34.4159194,   53.5886707,   81.6262410,  173.3229496,   25.8360551,    0.2772010,    0.3054368,   81.8853920,    0.0000000,   81.9149104,  171.2641917,   81.8853920,    0.0000000,   34.6384817,    5.7530238,-6370.4339431, 3195.7965403,  179.9329500,    0.5847047,   14.8632923,  686.8618741,   19.2149662,    1.6117324,42241.0015436,    0.2769225,    1.7801869,    0.5241520,    0.0019793,    0.0922249,    0.0788555,    0.7447172,   30.5836038,    0.0054693,    1.5056339,   -0.0016924,    0.0002629
   48.4000000,  127.5365892,   34.4292914,    3.9820805,    3.9820805,    0.4317514,    0.1911503,  127.5384492,   34.4155781,   53.8901796,   81.5446890,  173.3001134,   25.9712517,    0.2862973,    0.3058955,   81.8127040,    0.0000000,   81.8423920,  171.2590218,   81.8127040,    0.0000000,   34.6451331,    5.8135203,-6370.4299838, 3195.8287682,  179.9325119,    0.5887721,   14.9971069,  687.1380501,   19.4283018,    1.6138278,42190.1290604,    0.2824924,    1.8184778,    0.5259072,    0.0020215,    0.0930800,    0.0791225,    0.7482388,   30.4711964,    0.0054887,    1.5094549,   -0.0017202,    0.0002676
   48.6000000,  127.5365964,   34.4292408,    4.0200132,    4.0200132,    0.4323593,    0.1923868,  127.5385032,   34.4152313,   54.1924527,   81.4630060,  173.2776531,   26.1064015,    0.2955245,    0.3063512,   81.7400160,    0.0000000,   81.7698743,  171.2539490,   81.7400160,    0.0000000,   34.6519537,    5.8744652,-6370.4259618, 3195.8612517,  179.9320720,    0.5928591,   15.1311521,  687.4148482,   19.6428536,    1.6159267,42139.2565772,    0.2881524,    1.8573970,    0.5276576,    0.0020644,    0.0939391,    0.0793884,    0.7517647,   30.3577479,    0.0055083,    1.5132766,   -0.0017483,    0.0002724
   48.8000000,  127.5366038,   34.4291895,    4.0581828,    4.0581828,    0.4329726,    0.1936279,  127.5385582,   34.4148788,   54.4954903,   81.3811972,  173.2555611,   26.2414996,    0.3048773,    0.3068039,   81.6673280,    0.0000000,   81.6973574,  171.2489708,   81.6673280,    0.0000000,   34.6589466,    5.9358606,-6370.4218764, 3195.8939921,  179.9316304,    0.5969659,   15.2654147,  687.6922562,   19.8586125,    1.6180293,42088.3840940,    0.2939033,    1.8969511,    0.5294029,    0.0021080,    0.0948024,    0.0796534,    0.7552949,   30.2432597,    0.0055280,    1.5170990,   -0.0017767,    0.0002773
   49.0000000,  127.5366113,   34.4291373,    4.0965899,    4.0965899,    0.4335913,    0.1948735,  127.5386141,   34.4145206,   54.7992924,   81.2992677,  173.2338299,   26.3765409,    0.3143506,    0.3072536,   81.5946400,    0.0000000,   81.6248413,  171.2440848,   81.5946400,    0.0000000,   34.6661147,    5.9977085,-6370.4177268, 3195.9269909,  179.9311869,    0.6010926,   15.3998811,  687.9702619,   20.0755689,    1.6201356,42037.5116107,    0.2997462,    1.9371467,    0.5311432,    0.0021525,    0.0956699,    0.0799173,    0.7588293,   30.1277330,    0.0055478,    1.5209221,   -0.0018053,    0.0002822
   49.2000000,  127.5366189,   34.4290844,    4.1352354,    4.1352354,    0.4342153,    0.1961237,  127.5386711,   34.4141567,   55.1038592,   81.2172225,  173.2124521,   26.5115207,    0.3239394,    0.3077004,   81.5219520,    0.0000000,   81.5523259,  171.2392885,   81.5219520,    0.0000000,   34.6734611,    6.0600110,-6370.4135124, 3195.9602493,  179.9307418,    0.6052394,   15.5345376,  688.2488528,   20.2937132,    1.6222454,41986.6391275,    0.3056818,    1.9779905,    0.5328786,    0.0021976,    0.0965414,    0.0801802,    0.7623680,   30.0111693,    0.0055678,    1.5247460,   -0.0018343,    0.0002872
   49.4000000,  127.5366267,   34.4290306,    4.1741198,    4.1741198,    0.4348448,    0.1973786,  127.5387290,   34.4137869,   55.4091908,   81.1350667,  173.1914206,   26.6464339,    0.3336388,    0.3081441,   81.4492640,    0.0000000,   81.4798112,  171.2345796,   81.4492640,    0.0000000,   34.6809888,    6.1227700,-6370.4092323, 3195.9937689,  179.9302948,    0.6094062,   15.6693702,  688.5280165,   20.5130350,    1.6243590,41935.7666443,    0.3117111,    2.0194890,    0.5346089,    0.0022436,    0.0974171,    0.0804422,    0.7659110,   29.8935701,    0.0055878,    1.5285706,   -0.0018636,    0.0002922
   49.6000000,  127.5366346,   34.4289759,    4.2132439,    4.2132439,    0.4354797,    0.1986380,  127.5387880,   34.4134112,   55.7152875,   81.0528051,  173.1707283,   26.7812755,    0.3434440,    0.3085850,   81.3765760,    0.0000000,   81.4072974,  171.2299560,   81.3765760,    0.0000000,   34.6887009,    6.1859877,-6370.4048858, 3196.0275510,  179.9298460,    0.6135932,   15.8043650,  688.8077405,   20.7335240,    1.6264762,41884.8941611,    0.3178350,    2.0616491,    0.5363342,    0.0022904,    0.0982969,    0.0807031,    0.7694583,   29.7749368,    0.0056080,    1.5323959,   -0.0018931,    0.0002973
   49.8000000,  127.5366427,   34.4289204,    4.2526084,    4.2526084,    0.4361201,    0.1999020,  127.5388479,   34.4130296,   56.0221493,   80.9704423,  173.1503683,   26.9160407,    0.3533502,    0.3090229,   81.3038880,    0.0000000,   81.3347843,  171.2254154,   81.3038880,    0.0000000,   34.6966005,    6.2496660,-6370.4004721, 3196.0615970,  179.9293954,    0.6178006,   15.9395075,  689.0880122,   20.9551695,    1.6285970,41834.0216779,    0.3240545,    2.1044775,    0.5380545,    0.0023379,    0.0991808,    0.0809630,    0.7730099,   29.6552713,    0.0056283,    1.5362221,   -0.0019230,    0.0003024
   50.0000000,  127.5366509,   34.4288641,    4.2922141,    4.2922141,    0.4367660,    0.2011707,  127.5389089,   34.4126420,   56.3297764,   80.8879832,  173.1303339,   27.0507244,    0.3633528,    0.3094578,   81.2312000,    0.0000000,   81.2622720,  171.2209557,   81.2312000,    0.0000000,   34.7046908,    6.3138071,-6370.3959905, 3196.0959083,  179.9289430,    0.6220285,   16.0747834,  689.3688188,   21.1779602,    1.6307216,41783.1491946,    0.3303704,    2.1479809,    0.5397697,    0.0023863,    0.1000687,    0.0812218,    0.7765659,   29.5345751,    0.0056488,    1.5400490,   -0.0019532,    0.0003075
   50.2000000,  127.5366593,   34.4288068,    4.3320615,    4.3320615,    0.4374175,    0.2024440,  127.5389710,   34.4122480,   56.6381516,   80.8052314,  173.1105531,   27.1852985,    0.3490007,    0.3098899,   81.1338640,    0.0000000,   81.1651172,  171.2134636,   81.1338640,    0.0000000,   34.7129867,    6.3784107,-6370.3914331, 3196.1304888,  179.9284887,    0.6262769,   16.2101789,  689.6501476,   21.4018861,    1.6328497,41732.2767114,    0.3367837,    2.1922053,    0.5414798,    0.0024354,    0.1009608,    0.0814797,    0.7801261,   29.4126759,    0.0056696,    1.5437023,   -0.0019871,    0.0003135
   50.4000000,  127.5366678,   34.4287487,    4.3721514,    4.3721514,    0.4380748,    0.2037220,  127.5390343,   34.4118471,   56.9472570,   80.7219949,  173.0909594,   27.3197341,    0.3351338,    0.3103190,   81.0365280,    0.0000000,   81.0679631,  171.2061411,   81.0365280,    0.0000000,   34.7215041,    6.4434767,-6370.3867919, 3196.1653424,  179.9280327,    0.6305461,   16.3456802,  689.9319853,   21.6269368,    1.6349814,41681.4042282,    0.3432955,    2.2371978,    0.5431846,    0.0024854,    0.1018569,    0.0817365,    0.7836908,   29.2894012,    0.0056906,    1.5473517,   -0.0020215,    0.0003195
   50.6000000,  127.5366765,   34.4286897,    4.4124844,    4.4124844,    0.4387378,    0.2050047,  127.5390988,   34.4114393,   57.2570920,   80.6382843,  173.0715544,   27.4540253,    0.3217415,    0.3107453,   80.9391920,    0.0000000,   80.9708097,  171.1989830,   80.9391920,    0.0000000,   34.7302473,    6.5090067,-6370.3820658, 3196.2004705,  179.9275748,    0.6348361,   16.4812728,  690.2143188,   21.8531009,    1.6371169,41630.5317450,    0.3499072,    2.2829670,    0.5448842,    0.0025363,    0.1027571,    0.0819922,    0.7872597,   29.1647533,    0.0057118,    1.5509974,   -0.0020562,    0.0003256
   50.8000000,  127.5366853,   34.4286299,    4.4530613,    4.4530613,    0.4394066,    0.2062920,  127.5391646,   34.4110246,   57.5676557,   80.5541104,  173.0523394,   27.5881663,    0.3088132,    0.3111686,   80.8418560,    0.0000000,   80.8736571,  171.1919838,   80.8418560,    0.0000000,   34.7392206,    6.5750026,-6370.3772537, 3196.2358745,  179.9271150,    0.6391470,   16.6169420,  690.4971347,   22.0803667,    1.6392561,41579.6592617,    0.3566198,    2.3295215,    0.5465784,    0.0025879,    0.1036614,    0.0822470,    0.7908330,   29.0387348,    0.0057331,    1.5546393,   -0.0020913,    0.0003318
   51.0000000,  127.5366943,   34.4285691,    4.4938826,    4.4938826,    0.4400813,    0.2075841,  127.5392315,   34.4106028,   57.8789475,   80.4694834,  173.0333153,   27.7221512,    0.2963385,    0.3115891,   80.7445200,    0.0000000,   80.7765053,  171.1851386,   80.7445200,    0.0000000,   34.7484283,    6.6414664,-6370.3723546, 3196.2715559,  179.9266534,    0.6434791,   16.7526728,  690.7804196,   22.3087219,    1.6413990,41528.7867785,    0.3634345,    2.3768700,    0.5482674,    0.0026405,    0.1045697,    0.0825006,    0.7944107,   28.9113483,    0.0057545,    1.5582774,   -0.0021268,    0.0003380
   51.2000000,  127.5367035,   34.4285074,    4.5349491,    4.5349491,    0.4407618,    0.2088808,  127.5392998,   34.4101738,   58.1909664,   80.3844135,  173.0144832,   27.8559742,    0.2843072,    0.3120067,   80.6471840,    0.0000000,   80.6793542,  171.1784425,   80.6471840,    0.0000000,   34.7578747,    6.7083998,-6370.3673674, 3196.3075162,  179.9261899,    0.6478324,   16.8884503,  691.0641599,   22.5381543,    1.6435457,41477.9142953,    0.3703526,    2.4250212,    0.5499510,    0.0026939,    0.1054820,    0.0827532,    0.7979928,   28.7825963,    0.0057761,    1.5619117,   -0.0021627,    0.0003443
   51.4000000,  127.5367128,   34.4284447,    4.5762613,    4.5762613,    0.4414481,    0.2101823,  127.5393693,   34.4097377,   58.5037119,   80.2989107,  172.9958435,   27.9896294,    0.2727094,    0.3124215,   80.5498480,    0.0000000,   80.5822039,  171.1718909,   80.5498480,    0.0000000,   34.7675644,    6.7758047,-6370.3622909, 3196.3437569,  179.9257245,    0.6522071,   17.0242592,  691.3483420,   22.7686510,    1.6456960,41427.0418121,    0.3773754,    2.4739838,    0.5516294,    0.0027482,    0.1063984,    0.0830048,    0.8015793,   28.6524819,    0.0057979,    1.5655423,   -0.0021989,    0.0003507
   51.6000000,  127.5367223,   34.4283811,    4.6178200,    4.6178200,    0.4421404,    0.2114886,  127.5394401,   34.4092942,   58.8171831,   80.2129848,  172.9773967,   28.1231110,    0.2615353,    0.3128334,   80.4525120,    0.0000000,   80.4850545,  171.1654793,   80.4525120,    0.0000000,   34.7775017,    6.8436829,-6370.3571241, 3196.3802794,  179.9252573,    0.6566032,   17.1600843,  691.6329524,   23.0001989,    1.6478502,41376.1693289,    0.3845039,    2.5237667,    0.5533024,    0.0028034,    0.1073187,    0.0832553,    0.8051702,   28.5210080,    0.0058198,    1.5691691,   -0.0022356,    0.0003571
   51.8000000,  127.5367319,   34.4283166,    4.6596258,    4.6596258,    0.4428386,    0.2127996,  127.5395121,   34.4088434,   59.1313793,   80.1266454,  172.9591430,   28.2564131,    0.2507752,    0.3132425,   80.3551760,    0.0000000,   80.3879058,  171.1592034,   80.3551760,    0.0000000,   34.7876911,    6.9120363,-6370.3518658, 3196.4170852,  179.9247881,    0.6610209,   17.2959099,  691.9179773,   23.2327847,    1.6500081,41325.2968456,    0.3917395,    2.5743787,    0.5549701,    0.0028595,    0.1082431,    0.0835047,    0.8087655,   28.3881777,    0.0058419,    1.5727921,   -0.0022727,    0.0003637
   52.0000000,  127.5367417,   34.4282511,    4.7016794,    4.7016794,    0.4435427,    0.2141154,  127.5395855,   34.4083852,   59.4462997,   80.0399020,  172.9410825,   28.3895299,    0.2404197,    0.3136489,   80.2578400,    0.0000000,   80.2907581,  171.1530592,   80.2578400,    0.0000000,   34.7981371,    6.9808667,-6370.3465149, 3196.4541759,  179.9243169,    0.6654604,   17.4317206,  692.2034028,   23.4663947,    1.6521698,41274.4243624,    0.3990833,    2.6258286,    0.5566325,    0.0029164,    0.1091715,    0.0837530,    0.8123652,   28.2539943,    0.0058641,    1.5764114,   -0.0023101,    0.0003702
   52.2000000,  127.5367517,   34.4281846,    4.7439814,    4.7439814,    0.4442528,    0.2154360,  127.5396602,   34.4079194,   59.7619436,   79.9527639,  172.9232149,   28.5224555,    0.2304594,    0.3140524,   80.1605040,    0.0000000,   80.1936111,  171.1470428,   80.1605040,    0.0000000,   34.8088443,    7.0501761,-6370.3410701, 3196.4915530,  179.9238439,    0.6699218,   17.5675003,  692.4892151,   23.7010147,    1.6543353,41223.5518792,    0.4065366,    2.6781255,    0.5582895,    0.0029743,    0.1101039,    0.0840003,    0.8159694,   28.1184613,    0.0058865,    1.5800269,   -0.0023480,    0.0003769
   52.4000000,  127.5367619,   34.4281172,    4.7865324,    4.7865324,    0.4449688,    0.2167613,  127.5397363,   34.4074459,   60.0783102,   79.8652402,  172.9055400,   28.6551841,    0.2208854,    0.3144531,   80.0631680,    0.0000000,   80.0964651,  171.1411502,   80.0631680,    0.0000000,   34.8198173,    7.1199661,-6370.3355304, 3196.5292179,  179.9233689,    0.6744051,   17.7032333,  692.7754002,   23.9366303,    1.6565046,41172.6793960,    0.4141006,    2.7312782,    0.5599412,    0.0030332,    0.1110402,    0.0842465,    0.8195780,   27.9815823,    0.0059091,    1.5836387,   -0.0023862,    0.0003836
   52.6000000,  127.5367722,   34.4280487,    4.8293332,    4.8293332,    0.4456909,    0.2180915,  127.5398137,   34.4069648,   60.3953988,   79.7773398,  172.8880574,   28.7877098,    0.2116885,    0.3148510,   79.9658320,    0.0000000,   79.9993199,  171.1353780,   79.9658320,    0.0000000,   34.8310606,    7.1902387,-6370.3298944, 3196.5671722,  179.9228919,    0.6789107,   17.8389032,  693.0619441,   24.1732269,    1.6586777,41121.8069128,    0.4217765,    2.7852959,    0.5615876,    0.0030929,    0.1119805,    0.0844916,    0.8231911,   27.8433609,    0.0059318,    1.5872468,   -0.0024249,    0.0003904
   52.8000000,  127.5367827,   34.4279793,    4.8723844,    4.8723844,    0.4464190,    0.2194265,  127.5398925,   34.4064760,   60.7132087,   79.6890716,  172.8707666,   28.9200268,    0.2028601,    0.3152462,   79.8684960,    0.0000000,   79.9021757,  171.1297227,   79.8684960,    0.0000000,   34.8425790,    7.2609958,-6370.3241611, 3196.6054174,  179.9224130,    0.6834385,   17.9744940,  693.3488326,   24.4107893,    1.6608547,41070.9344295,    0.4295656,    2.8401875,    0.5632286,    0.0031537,    0.1129247,    0.0847356,    0.8268087,   27.7038010,    0.0059547,    1.5908511,   -0.0024639,    0.0003973
   53.0000000,  127.5367934,   34.4279088,    4.9156867,    4.9156867,    0.4471531,    0.2207664,  127.5399726,   34.4059793,   61.0317390,   79.6004442,  172.8536668,   29.0521294,    0.1943914,    0.3156386,   79.7711600,    0.0000000,   79.8050323,  171.1241808,   79.7711600,    0.0000000,   34.8543770,    7.3322392,-6370.3183291, 3196.6439551,  179.9219321,    0.6879887,   18.1099891,  693.6360517,   24.6493021,    1.6630355,41020.0619463,    0.4374690,    2.8959622,    0.5648642,    0.0032153,    0.1138729,    0.0849785,    0.8304307,   27.5629066,    0.0059778,    1.5944517,   -0.0025034,    0.0004043
   53.2000000,  127.5368043,   34.4278373,    4.9592406,    4.9592406,    0.4478933,    0.2221111,  127.5400542,   34.4054746,   61.3509891,   79.5114661,  172.8367572,   29.1840116,    0.1862740,    0.3160283,   79.6738240,    0.0000000,   79.7078899,  171.1187491,   79.6738240,    0.0000000,   34.8664594,    7.4039707,-6370.3123972, 3196.6827868,  179.9214491,    0.6925615,   18.2453720,  693.9235871,   24.8887495,    1.6652202,40969.1894631,    0.4454881,    2.9526292,    0.5664945,    0.0032780,    0.1148251,    0.0852203,    0.8340573,   27.4206820,    0.0060011,    1.5980486,   -0.0025432,    0.0004113
   53.4000000,  127.5368154,   34.4277647,    5.0030469,    5.0030469,    0.4486396,    0.2234607,  127.5401372,   34.4049619,   61.6709582,   79.4221457,  172.8200370,   29.3156677,    0.1784996,    0.3164153,   79.5764880,    0.0000000,   79.6107485,  171.1134245,   79.5764880,    0.0000000,   34.8788309,    7.4761922,-6370.3063642, 3196.7219140,  179.9209642,    0.6971569,   18.3806259,  694.2114244,   25.1291155,    1.6674088,40918.3169799,    0.4536241,    3.0101976,    0.5681194,    0.0033416,    0.1157811,    0.0854610,    0.8376883,   27.2771315,    0.0060245,    1.6016418,   -0.0025835,    0.0004184
   53.6000000,  127.5368266,   34.4276911,    5.0471061,    5.0471061,    0.4493920,    0.2248152,  127.5402216,   34.4044412,   61.9916456,   79.3324912,  172.8035051,   29.4470919,    0.1710599,    0.3167995,   79.4791520,    0.0000000,   79.5136080,  171.1082041,   79.4791520,    0.0000000,   34.8914963,    7.5489055,-6370.3002287, 3196.7613384,  179.9204772,    0.7017753,   18.5157340,  694.4995493,   25.3703835,    1.6696013,40867.4444966,    0.4618781,    3.0686767,    0.5697389,    0.0034062,    0.1167410,    0.0857006,    0.8413239,   27.1322595,    0.0060482,    1.6052313,   -0.0026242,    0.0004256
   53.8000000,  127.5368381,   34.4276165,    5.0914191,    5.0914191,    0.4501506,    0.2261746,  127.5403074,   34.4039122,   62.3130505,   79.2425105,  172.7871605,   29.5782784,    0.1639469,    0.3171810,   79.3818160,    0.0000000,   79.4164684,  171.1030849,   79.3818160,    0.0000000,   34.9044603,    7.6221126,-6370.2939896, 3196.8010615,  179.9199882,    0.7064166,   18.6506793,  694.7879475,   25.6125367,    1.6717978,40816.5720134,    0.4702516,    3.1280758,    0.5713530,    0.0034718,    0.1177048,    0.0859390,    0.8449640,   26.9860707,    0.0060720,    1.6088172,   -0.0026653,    0.0004328
   54.0000000,  127.5368497,   34.4275408,    5.1359863,    5.1359863,    0.4509153,    0.2275389,  127.5403947,   34.4033750,   62.6351722,   79.1522117,  172.7710020,   29.7092215,    0.1571527,    0.3175599,   79.2844800,    0.0000000,   79.3193299,  171.0980642,   79.2844800,    0.0000000,   34.9177278,    7.6958152,-6370.2876455, 3196.8410848,  179.9194971,    0.7110810,   18.7854447,  695.0766043,   25.8555581,    1.6739982,40765.6995302,    0.4787456,    3.1884043,    0.5729618,    0.0035384,    0.1186726,    0.0861764,    0.8486086,   26.8385699,    0.0060961,    1.6123994,   -0.0027068,    0.0004401
   54.2000000,  127.5368615,   34.4274640,    5.1808085,    5.1808085,    0.4516863,    0.2289082,  127.5404834,   34.4028295,   62.9580100,   79.0616025,  172.7550284,   29.8399153,    0.1506696,    0.3179361,   79.1871440,    0.0000000,   79.2221923,  171.0931392,   79.1871440,    0.0000000,   34.9313036,    7.7700152,-6370.2811950, 3196.8814101,  179.9190039,    0.7157687,   18.9200128,  695.3655053,   26.0994300,    1.6762026,40714.8270470,    0.4873615,    3.2496714,    0.5745652,    0.0036060,    0.1196441,    0.0864126,    0.8522578,   26.6897621,    0.0061203,    1.6159780,   -0.0027487,    0.0004475
   54.4000000,  127.5368736,   34.4273861,    5.2258862,    5.2258862,    0.4524634,    0.2302824,  127.5405737,   34.4022755,   63.2815631,   78.9706906,  172.7392382,   29.9703541,    0.1444898,    0.3183096,   79.0898080,    0.0000000,   79.1250558,  171.0883075,   79.0898080,    0.0000000,   34.9451925,    7.8447145,-6370.2746369, 3196.9220388,  179.9185086,    0.7204798,   19.0543662,  695.6546358,   26.3686034,    1.6783497,40663.9545638,    0.4961004,    3.3118867,    0.5761632,    0.0036746,    0.1206196,    0.0866477,    0.8559115,   26.5396523,    0.0061443,    1.6194573,   -0.0027910,    0.0004550
   54.6000000,  127.5368858,   34.4273071,    5.2712202,    5.2712202,    0.4532464,    0.2316608,  127.5406654,   34.4017131,   63.6057136,   78.8794833,  172.7236302,   30.1004554,    0.1386061,    0.3186804,   78.9924720,    0.0000000,   79.0279203,  171.0835664,   78.9924720,    0.0000000,   34.9593961,    7.9198980,-6370.2679711, 3196.9629634,  179.9180115,    0.7252122,   19.1883655,  695.9439808,   26.8571377,    1.6799519,40613.0820805,    0.5049637,    3.3750452,    0.5777558,    0.0037447,    0.1215988,    0.0868817,    0.8595699,   26.3882805,    0.0061654,    1.6220747,   -0.0028327,    0.0004624
   54.8000000,  127.5368982,   34.4272269,    5.3168108,    5.3168108,    0.4540350,    0.2330430,  127.5407587,   34.4011424,   63.9303882,   78.7879876,  172.7082027,   30.2301671,    0.1330115,    0.3190486,   78.8951360,    0.0000000,   78.9307858,  171.0789136,   78.8951360,    0.0000000,   34.9739172,    7.9955567,-6370.2611972, 3197.0041798,  179.9175127,    0.7299645,   19.3219180,  696.2335244,   27.3505614,    1.6815463,40562.2095973,    0.5139526,    3.4391471,    0.5793429,    0.0038165,    0.1225819,    0.0871146,    0.8632328,   26.2356740,    0.0061867,    1.6246667,   -0.0028748,    0.0004699
