time, lone, latg, alti, altia, vimag, vrmag, loneip, latgip, tgo, path, azih, pati, alph, beta, thep, psip, eu_r1, eu_r2, eu_i1, eu_i2, inc, ha, hp, aorb, ta, mach, dp, thru, drag, ab, massLV, drng, drngi, delv0, delv1, delv2, delv3, delv4, plon, diip0, diip1, diip2, diip3
  211.0000000,  127.8410106,   32.7279567,  181.7985724,  181.7985724,    3.3528114,    3.2839171,  129.3452971,   19.9334974,  561.3408392,   34.3791473,  172.2198053,   33.5774558,  -14.4502450,  -16.9665365,   19.1068700,   21.3353000,   20.5702998, -167.5327762,   19.1068700,   21.3353000,   76.6035793,  401.3584687,-5929.0393095, 3614.2965796,  174.4139312,   11.9833807,    0.0000026,   33.3425596,    0.0000045,    0.5988068, 5677.9571166,  191.7660658, 1623.7615671,    0.9176216,    0.0767091,    1.0851358,    0.1129996,    5.1613115,  317.5271760,    0.0148767,   -0.2373728,   -0.0410976,   -0.0055839
  211.3000000,  127.8421525,   32.7209189,  182.3545975,  182.3545975,    3.3528248,    3.2839830,  129.3435995,   19.9211716,  561.2695683,   34.3402670,  172.2353712,   33.5403421,  -14.4309010,  -17.2158736,   19.1095910,   21.6400900,   20.5723727, -167.2225762,   19.1095910,   21.6400900,   76.6170438,  401.5435159,-5928.5433253, 3614.6370953,  174.4156722,   11.9836211,    0.0000026,   33.3425596,    0.0000044,    0.5991370, 5674.8282822,  192.5567285, 1625.1079775,    0.9178344,    0.0767091,    1.0866718,    0.1129996,    5.1630737,  317.5179247,    0.0148139,   -0.2377677,   -0.0410742,   -0.0057332
  211.6000000,  127.8432924,   32.7138780,  182.9100821,  182.9100821,    3.3528376,    3.2840494,  129.3418572,   19.9088530,  561.1981777,   34.3014244,  172.2511023,   33.5032747,  -14.4120003,  -17.4651817,   19.1123120,   21.9448800,   20.5743693, -166.9123665,   19.1123120,   21.9448800,   76.6306372,  401.7284311,-5928.0481004, 3614.9771653,  174.4174235,   11.9838634,    0.0000025,   33.3425596,    0.0000043,    0.5994675, 5671.6994479,  193.3477048, 1626.4531691,    0.9180505,    0.0767091,    1.0882060,    0.1129996,    5.1648368,  317.5085887,    0.0147503,   -0.2381714,   -0.0410499,   -0.0058824
  211.9000000,  127.8444304,   32.7068341,  183.4650266,  183.4650266,    3.3528498,    3.2841163,  129.3400701,   19.8965418,  561.1266646,   34.2626199,  172.2669983,   33.4662537,  -14.3935426,  -17.7144585,   19.1150330,   22.2496700,   20.5762894, -166.6021474,   19.1150330,   22.2496700,   76.6443591,  401.9132128,-5927.5536505, 3615.3167812,  174.4191853,   11.9841075,    0.0000025,   33.3425596,    0.0000042,    0.5997984, 5668.5706135,  194.1389939, 1627.7971128,    0.9182700,    0.0767091,    1.0897385,    0.1129996,    5.1666009,  317.4991683,    0.0146858,   -0.2385840,   -0.0410246,   -0.0060316
  212.2000000,  127.8455664,   32.6997871,  184.0194311,  184.0194311,    3.3528613,    3.2841837,  129.3382382,   19.8842383,  561.0550264,   34.2238537,  172.2830586,   33.4292795,  -14.3755274,  -17.9637018,   19.1177540,   22.5544600,   20.5781325, -166.2919190,   19.1177540,   22.5544600,   76.6582092,  402.0978597,-5927.0599908, 3615.6559345,  174.4209576,   11.9843532,    0.0000024,   33.3425597,    0.0000041,    0.6001297, 5665.4417791,  194.9305953, 1629.1397793,    0.9184928,    0.0767091,    1.0912692,    0.1129996,    5.1683660,  317.4896639,    0.0146206,   -0.2390055,   -0.0409984,   -0.0061808
  212.5000000,  127.8467004,   32.6927370,  184.5732961,  184.5732961,    3.3528722,    3.2842514,  129.3363616,   19.8719429,  560.9832604,   34.1851263,  172.2992829,   33.3923523,  -14.3579542,  -18.2129094,   19.1204750,   22.8592500,   20.5798983, -165.9816816,   19.1204750,   22.8592500,   76.6721873,  402.2823706,-5926.5671370, 3615.9946168,  174.4227406,   11.9846004,    0.0000024,   33.3425597,    0.0000041,    0.6004613, 5662.3129448,  195.7225082, 1630.4811397,    0.9187191,    0.0767091,    1.0927982,    0.1129996,    5.1701321,  317.4800757,    0.0145546,   -0.2394357,   -0.0409712,   -0.0063299
  212.8000000,  127.8478323,   32.6856839,  185.1266220,  185.1266220,    3.3528823,    3.2843195,  129.3344403,   19.8596557,  560.9113640,   34.1464380,  172.3156708,   33.3554724,  -14.3408227,  -18.4620791,   19.1231960,   23.1640400,   20.5815866, -165.6714355,   19.1231960,   23.1640400,   76.6862929,  402.4667438,-5926.0751044, 3616.3328197,  174.4245343,   11.9848489,    0.0000023,   33.3425597,    0.0000040,    0.6007933, 5659.1841104,  196.5147321, 1631.8211650,    0.9189488,    0.0767091,    1.0943254,    0.1129996,    5.1718991,  317.4704041,    0.0144878,   -0.2398748,   -0.0409431,   -0.0064790
  213.1000000,  127.8489622,   32.6786277,  185.6794090,  185.6794090,    3.3528917,    3.2843879,  129.3324742,   19.8473771,  560.8393346,   34.1077891,  172.3322220,   33.3186402,  -14.3241322,  -18.7112087,   19.1259170,   23.4688300,   20.5831969, -165.3611808,   19.1259170,   23.4688300,   76.7005257,  402.6509783,-5925.5839086, 3616.6705348,  174.4263389,   11.9850985,    0.0000023,   33.3425597,    0.0000039,    0.6011256, 5656.0552761,  197.3072662, 1633.1598260,    0.9191819,    0.0767091,    1.0958508,    0.1129996,    5.1736671,  317.4606493,    0.0144202,   -0.2403227,   -0.0409140,   -0.0066280
  213.4000000,  127.8500901,   32.6715685,  186.2316574,  186.2316574,    3.3529003,    3.2844566,  129.3304635,   19.8351074,  560.7671695,   34.0691799,  172.3489360,   33.2818557,  -14.3078825,  -18.9602959,   19.1286380,   23.7736200,   20.5847290, -165.0509177,   19.1286380,   23.7736200,   76.7148854,  402.8350724,-5925.0935649, 3617.0077538,  174.4281544,   11.9853492,    0.0000022,   33.3425597,    0.0000038,    0.6014583, 5652.9264417,  198.1001098, 1634.4970938,    0.9194187,    0.0767091,    1.0973746,    0.1129996,    5.1754361,  317.4508117,    0.0143518,   -0.2407795,   -0.0408840,   -0.0067769
  213.7000000,  127.8512158,   32.6645063,  186.7833678,  186.7833678,    3.3529080,    3.2845255,  129.3284081,   19.8228468,  560.6948661,   34.0306108,  172.3658124,   33.2451194,  -14.2920729,  -19.2093385,   19.1313590,   24.0784100,   20.5861825, -164.7406466,   19.1313590,   24.0784100,   76.7293717,  403.0190250,-5924.6040889, 3617.3444681,  174.4299809,   11.9856008,    0.0000022,   33.3425597,    0.0000037,    0.6017914, 5649.7976074,  198.8932623, 1635.8329394,    0.9196589,    0.0767091,    1.0988965,    0.1129996,    5.1772061,  317.4408916,    0.0142826,   -0.2412451,   -0.0408530,   -0.0069258
  214.0000000,  127.8523394,   32.6574409,  187.3345403,  187.3345403,    3.3529149,    3.2845947,  129.3263080,   19.8105957,  560.6224216,   33.9920821,  172.3828508,   33.2084314,  -14.2767031,  -19.4583344,   19.1340800,   24.3832000,   20.5875572, -164.4303675,   19.1340800,   24.3832000,   76.7439841,  403.2028347,-5924.1154960, 3617.6806693,  174.4318185,   11.9858531,    0.0000021,   33.3425597,    0.0000037,    0.6021249, 5646.6687730,  199.6867229, 1637.1673339,    0.9199028,    0.0767091,    1.1004167,    0.1129996,    5.1789770,  317.4308894,    0.0142127,   -0.2417195,   -0.0408211,   -0.0070746
  214.3000000,  127.8534609,   32.6503726,  187.8851753,  187.8851753,    3.3529208,    3.2846640,  129.3241633,   19.7983543,  560.5498335,   33.9535942,  172.4000509,   33.1717921,  -14.2617724,  -19.7072813,   19.1368010,   24.6879900,   20.5888527, -164.1200809,   19.1368010,   24.6879900,   76.7587224,  403.3865001,-5923.6278017, 3618.0163492,  174.4336673,   11.9861060,    0.0000021,   33.3425597,    0.0000036,    0.6024587, 5643.5399387,  200.4804908, 1638.5002483,    0.9201503,    0.0767091,    1.1019352,    0.1129996,    5.1807490,  317.4208053,    0.0141419,   -0.2422027,   -0.0407882,   -0.0072234
  214.6000000,  127.8545801,   32.6433012,  188.4352732,  188.4352732,    3.3529258,    3.2847334,  129.3219740,   19.7861229,  560.4770991,   33.9151473,  172.4174121,   33.1352017,  -14.2472804,  -19.9561770,   19.1395220,   24.9927800,   20.5900687, -163.8097868,   19.1395220,   24.9927800,   76.7735863,  403.5700198,-5923.1410214, 3618.3514992,  174.4355273,   11.9863593,    0.0000020,   33.3425597,    0.0000035,    0.6027929, 5640.4111043,  201.2745654, 1639.8316538,    0.9204015,    0.0767091,    1.1034520,    0.1129996,    5.1825219,  317.4106396,    0.0140704,   -0.2426948,   -0.0407544,   -0.0073720
  214.9000000,  127.8556972,   32.6362267,  188.9848343,  188.9848343,    3.3529298,    3.2848029,  129.3197401,   19.7739018,  560.4042157,   33.8767418,  172.4349342,   33.0986604,  -14.2332265,  -20.2050193,   19.1422430,   25.2975700,   20.5912049, -163.4994855,   19.1422430,   25.2975700,   76.7885753,  403.7533925,-5922.6551706, 3618.6861110,  174.4373988,   11.9866130,    0.0000020,   33.3425597,    0.0000035,    0.6031274, 5637.2822699,  202.0689458, 1641.1615215,    0.9206563,    0.0767091,    1.1049670,    0.1129996,    5.1842958,  317.4003927,    0.0139980,   -0.2431956,   -0.0407196,   -0.0075206
  215.2000000,  127.8568120,   32.6291493,  189.5338588,  189.5338588,    3.3529328,    3.2848725,  129.3174617,   19.7616912,  560.3311808,   33.8383780,  172.4526166,   33.0621685,  -14.2196103,  -20.4538060,   19.1449640,   25.6023600,   20.5922611, -163.1891773,   19.1449640,   25.6023600,   76.8036891,  403.9366169,-5922.1702647, 3619.0201761,  174.4392816,   11.9868669,    0.0000020,   33.3425597,    0.0000034,    0.6034624, 5634.1534356,  202.8636314, 1642.4898226,    0.9209150,    0.0767091,    1.1064803,    0.1129996,    5.1860707,  317.3900649,    0.0139249,   -0.2437053,   -0.0406838,   -0.0076691
  215.5000000,  127.8579245,   32.6220688,  190.0823473,  190.0823473,    3.3529347,    3.2849421,  129.3151386,   19.7494916,  560.2579917,   33.8000563,  172.4704591,   33.0257263,  -14.2064312,  -20.7025348,   19.1476850,   25.9071500,   20.5932368, -162.8788624,   19.1476850,   25.9071500,   76.8189274,  404.1196917,-5921.6863193, 3619.3536862,  174.4411760,   11.9871208,    0.0000019,   33.3425597,    0.0000033,    0.6037977, 5631.0246012,  203.6586213, 1643.8165282,    0.9211774,    0.0767091,    1.1079918,    0.1129996,    5.1878466,  317.3796566,    0.0138510,   -0.2442238,   -0.0406471,   -0.0078175
  215.8000000,  127.8590348,   32.6149853,  190.6302999,  190.6302999,    3.3529355,    3.2850116,  129.3127711,   19.7373030,  560.1846457,   33.7617769,  172.4884610,   32.9893340,  -14.1936885,  -20.9512035,   19.1504060,   26.2119400,   20.5941319, -162.5685410,   19.1504060,   26.2119400,   76.8342898,  404.3026154,-5921.2033497, 3619.6866329,  174.4430821,   11.9873745,    0.0000019,   33.3425597,    0.0000033,    0.6041334, 5627.8957669,  204.4539147, 1645.1416096,    0.9214436,    0.0767091,    1.1095016,    0.1129996,    5.1896234,  317.3691680,    0.0137764,   -0.2447511,   -0.0406095,   -0.0079659
  216.1000000,  127.8601427,   32.6078988,  191.1777170,  191.1777170,    3.3529352,    3.2850811,  129.3103591,   19.7251260,  560.1111401,   33.7235401,  172.5066222,   32.9529918,  -14.1813819,  -21.1998100,   19.1531270,   26.5167300,   20.5949460, -162.2582134,   19.1531270,   26.5167300,   76.8497759,  404.4853868,-5920.7213714, 3620.0190077,  174.4449998,   11.9876280,    0.0000019,   33.3425597,    0.0000032,    0.6044694, 5624.7669325,  205.2495108, 1646.4650380,    0.9217137,    0.0767091,    1.1110097,    0.1129996,    5.1914013,  317.3585994,    0.0137009,   -0.2452872,   -0.0405709,   -0.0081141
  216.4000000,  127.8612483,   32.6008092,  191.7245990,  191.7245990,    3.3529336,    3.2851504,  129.3079027,   19.7129606,  560.0374725,   33.6853464,  172.5249420,   32.9167000,  -14.1695106,  -21.4483519,   19.1558480,   26.8215200,   20.5956789, -161.9478798,   19.1558480,   26.8215200,   76.8653855,  404.6680045,-5920.2403999, 3620.3508023,  174.4469294,   11.9878811,    0.0000018,   33.3425597,    0.0000031,    0.6048059, 5621.6380982,  206.0454088, 1647.7867848,    0.9219877,    0.0767091,    1.1125161,    0.1129996,    5.1931801,  317.3479513,    0.0136247,   -0.2458321,   -0.0405314,   -0.0082622
  216.7000000,  127.8623516,   32.5937167,  192.2709461,  192.2709461,    3.3529309,    3.2852196,  129.3054018,   19.7008072,  559.9636400,   33.6471958,  172.5434201,   32.8804588,  -14.1580741,  -21.6968270,   19.1585690,   27.1263100,   20.5963302, -161.6375405,   19.1585690,   27.1263100,   76.8811181,  404.8504672,-5919.7604505, 3620.6820083,  174.4488708,   11.9881337,    0.0000018,   33.3425597,    0.0000031,    0.6051427, 5618.5092638,  206.8416079, 1649.1068212,    0.9222657,    0.0767091,    1.1140207,    0.1129996,    5.1949599,  317.3372238,    0.0135477,   -0.2463857,   -0.0404909,   -0.0084102
  217.0000000,  127.8634524,   32.5866212,  192.8167588,  192.8167588,    3.3529269,    3.2852887,  129.3028566,   19.6886662,  559.8896402,   33.6090889,  172.5620561,   32.8442685,  -14.1470718,  -21.9452332,   19.1612900,   27.4311000,   20.5968997, -161.3271956,   19.1612900,   27.4311000,   76.8969735,  405.0327735,-5919.2815388, 3621.0126173,  174.4508242,   11.9883855,    0.0000018,   33.3425597,    0.0000030,    0.6054799, 5615.3804294,  207.6381072, 1650.4251185,    0.9225476,    0.0767091,    1.1155236,    0.1129996,    5.1967408,  317.3264175,    0.0134699,   -0.2469482,   -0.0404494,   -0.0085581
  217.3000000,  127.8645508,   32.5795226,  193.3620373,  193.3620373,    3.3529216,    3.2853575,  129.3002670,   19.6765377,  559.8154702,   33.5710258,  172.5808495,   32.8081292,  -14.1365032,  -22.1935681,   19.1640110,   27.7358900,   20.5973872, -161.0168455,   19.1640110,   27.7358900,   76.9129511,  405.2149222,-5918.8036802, 3621.3426210,  174.4527897,   11.9886365,    0.0000017,   33.3425597,    0.0000030,    0.6058174, 5612.2515951,  208.4349058, 1651.7416483,    0.9228335,    0.0767091,    1.1170249,    0.1129996,    5.1985226,  317.3155325,    0.0133914,   -0.2475194,   -0.0404070,   -0.0087059
  217.6000000,  127.8656468,   32.5724211,  193.9067819,  193.9067819,    3.3529150,    3.2854260,  129.2976331,   19.6644221,  559.7411276,   33.5330068,  172.5997999,   32.7720413,  -14.1263675,  -22.4418295,   19.1667320,   28.0406800,   20.5977922, -160.7064903,   19.1667320,   28.0406800,   76.9290508,  405.3969118,-5918.3268900, 3621.6720109,  174.4547672,   11.9888866,    0.0000017,   33.3425597,    0.0000029,    0.6061553, 5609.1227607,  209.2320030, 1653.0563818,    0.9231234,    0.0767091,    1.1185243,    0.1129996,    5.2003054,  317.3045692,    0.0133121,   -0.2480995,   -0.0403636,   -0.0088535
  217.9000000,  127.8667403,   32.5653166,  194.4509930,  194.4509930,    3.3529069,    3.2854942,  129.2949549,   19.6523196,  559.6666097,   33.4950323,  172.6189069,   32.7360049,  -14.1166642,  -22.6900152,   19.1694530,   28.3454700,   20.5981147, -160.3961304,   19.1694530,   28.3454700,   76.9452720,  405.5787412,-5917.8511837, 3622.0007787,  174.4567571,   11.9891355,    0.0000017,   33.3425597,    0.0000029,    0.6064937, 5605.9939264,  210.0293978, 1654.3692906,    0.9234175,    0.0767091,    1.1200221,    0.1129996,    5.2020892,  317.2935279,    0.0132320,   -0.2486882,   -0.0403193,   -0.0090010
  218.2000000,  127.8678313,   32.5582091,  194.9946709,  194.9946709,    3.3528975,    3.2855621,  129.2922325,   19.6402306,  559.5919138,   33.4571026,  172.6381700,   32.7000203,  -14.1073927,  -22.9381228,   19.1721740,   28.6502600,   20.5983543, -160.0857659,   19.1721740,   28.6502600,   76.9616145,  405.7604089,-5917.3765768, 3622.3289160,  174.4587592,   11.9893832,    0.0000016,   33.3425597,    0.0000028,    0.6068323, 5602.8650920,  210.8270893, 1655.6803461,    0.9237156,    0.0767091,    1.1215182,    0.1129996,    5.2038740,  317.2824091,    0.0131512,   -0.2492858,   -0.0402741,   -0.0091485
  218.5000000,  127.8689198,   32.5510986,  195.5378160,  195.5378160,    3.3528867,    3.2856296,  129.2894659,   19.6281553,  559.5170373,   33.4192179,  172.6575888,   32.6640877,  -14.0985522,  -23.1861502,   19.1748950,   28.9550500,   20.5985107, -159.7753972,   19.1748950,   28.9550500,   76.9780778,  405.9419136,-5916.9030845, 3622.6564146,  174.4607737,   11.9896294,    0.0000016,   33.3425597,    0.0000027,    0.6071714, 5599.7362577,  211.6250766, 1656.9895199,    0.9240179,    0.0767091,    1.1230125,    0.1129996,    5.2056598,  317.2712129,    0.0130696,   -0.2498921,   -0.0402278,   -0.0092957
  218.8000000,  127.8700057,   32.5439851,  196.0804285,  196.0804285,    3.3528743,    3.2856966,  129.2866551,   19.6160940,  559.4419777,   33.3813785,  172.6771629,   32.6282073,  -14.0901422,  -23.4340951,   19.1776160,   29.2598400,   20.5985837, -159.4650244,   19.1776160,   29.2598400,   76.9946617,  406.1232541,-5916.4307224, 3622.9832659,  174.4628006,   11.9898742,    0.0000016,   33.3425597,    0.0000027,    0.6075109, 5596.6074233,  212.4233588, 1658.2967835,    0.9243244,    0.0767091,    1.1245052,    0.1129996,    5.2074466,  317.2599397,    0.0129872,   -0.2505071,   -0.0401807,   -0.0094428
  219.1000000,  127.8710890,   32.5368687,  196.6225087,  196.6225087,    3.3528604,    3.2857632,  129.2838002,   19.6040469,  559.3667322,   33.3435847,  172.6968917,   32.5923794,  -14.0821620,  -23.6819552,   19.1803370,   29.5646300,   20.5985730, -159.1546478,   19.1803370,   29.5646300,   77.0113657,  406.3044290,-5915.9595057, 3623.3094617,  174.4648401,   11.9901172,    0.0000015,   33.3425597,    0.0000026,    0.6078507, 5593.4785890,  213.2219350, 1659.6021086,    0.9246352,    0.0767091,    1.1259961,    0.1129996,    5.2092344,  317.2485900,    0.0129041,   -0.2511309,   -0.0401326,   -0.0095898
  219.4000000,  127.8721698,   32.5297493,  197.1640571,  197.1640571,    3.3528450,    3.2858293,  129.2809012,   19.5920145,  559.2912983,   33.3058367,  172.7167749,   32.5566041,  -14.0746109,  -23.9297282,   19.1830580,   29.8694200,   20.5984785, -158.8442676,   19.1830580,   29.8694200,   77.0281895,  406.4854371,-5915.4894500, 3623.6349936,  174.4668923,   11.9903584,    0.0000015,   33.3425597,    0.0000026,    0.6081909, 5590.3497546,  214.0208042, 1660.9054666,    0.9249502,    0.0767091,    1.1274854,    0.1129996,    5.2110231,  317.2371639,    0.0128202,   -0.2517634,   -0.0400835,   -0.0097367
  219.7000000,  127.8732479,   32.5226270,  197.7050739,  197.7050739,    3.3528279,    3.2858949,  129.2779582,   19.5799969,  559.2156733,   33.2681350,  172.7368121,   32.5208816,  -14.0674882,  -24.1774118,   19.1857790,   30.1742100,   20.5982997, -158.5338842,   19.1857790,   30.1742100,   77.0451327,  406.6662769,-5915.0205704, 3623.9598533,  174.4689572,   11.9905976,    0.0000015,   33.3425597,    0.0000026,    0.6085315, 5587.2209202,  214.8199654, 1662.2068295,    0.9252695,    0.0767091,    1.1289729,    0.1129996,    5.2128129,  317.2256618,    0.0127356,   -0.2524046,   -0.0400335,   -0.0098834
  220.0000000,  127.8743233,   32.5155017,  198.2455594,  198.2455594,    3.3528092,    3.2859598,  129.2749712,   19.5679945,  559.1398546,   33.2304796,  172.7570027,   32.4852122,  -14.0607933,  -24.4250037,   19.1885000,   30.4790000,   20.5980366, -158.2234978,   19.1885000,   30.4790000,   77.0621949,  406.8469473,-5914.5528825, 3624.2840324,  174.4710348,   11.9908347,    0.0000015,   33.3425597,    0.0000025,    0.6088724, 5584.0920859,  215.6194178, 1663.5061687,    0.9255931,    0.0767091,    1.1304588,    0.1129996,    5.2146037,  317.2140842,    0.0126502,   -0.2530545,   -0.0399825,   -0.0100299
  220.2000000,  127.8750388,   32.5107499,  198.6055904,  198.6055904,    3.3528528,    3.2860635,  129.2728545,   19.5595404,  559.0977344,   33.2052035,  172.7711383,   32.4613232,  -14.0401696,  -24.3551746,   19.1639480,   30.3972580,   20.5798177, -158.3047936,   19.1639480,   30.3972580,   77.0742458,  406.9741331,-5914.2234390, 3624.5123471,  174.4722221,   11.9912128,    0.0000014,   33.3425597,    0.0000025,    0.6436948, 5282.0061963,  216.1525528, 1664.4213213,    0.9258222,    0.0767091,    1.1314484,    0.1129996,    5.2158660,  317.2059100,    0.0148088,   -0.2105541,   -0.0422894,   -0.0105676
  220.4000000,  127.8757530,   32.5059966,  198.9653902,  198.9653902,    3.3528984,    3.2861691,  129.2707441,   19.5510788,  559.0556329,   33.1799159,  172.7852387,   32.4374206,  -14.0196012,  -24.2852871,   19.1393960,   30.3155160,   20.5616060, -158.3860963,   19.1393960,   30.3155160,   77.0862737,  407.1012404,-5913.8932471, 3624.7409966,  174.4734071,   11.9915982,    0.0000014,   33.3425597,    0.0000024,    0.6439491, 5279.9203067,  216.6858277, 1665.3374098,    0.9260504,    0.0767091,    1.1324372,    0.1129996,    5.2171287,  317.1977540,    0.0148501,   -0.2104609,   -0.0423263,   -0.0105358
  220.6000000,  127.8764660,   32.5012419,  199.3249589,  199.3249589,    3.3529462,    3.2862767,  129.2686402,   19.5426098,  559.0135501,   33.1546169,  172.7993038,   32.4135044,  -13.9990881,  -24.2153415,   19.1148440,   30.2337740,   20.5434016, -158.4674056,   19.1148440,   30.2337740,   77.0982784,  407.2282690,-5913.5623071, 3624.9699810,  174.4745897,   11.9919910,    0.0000014,   33.3425597,    0.0000024,    0.6442036, 5277.8344172,  217.2192427, 1666.2544324,    0.9262778,    0.0767091,    1.1334253,    0.1129996,    5.2183920,  317.1896161,    0.0148915,   -0.2103676,   -0.0423632,   -0.0105039
  220.8000000,  127.8771778,   32.4964858,  199.6842965,  199.6842965,    3.3529961,    3.2863864,  129.2665426,   19.5341335,  558.9714859,   33.1293067,  172.8133335,   32.3895746,  -13.9786303,  -24.1453380,   19.0902920,   30.1520320,   20.5252043, -158.5487217,   19.0902920,   30.1520320,   77.1102600,  407.3552190,-5913.2306187, 3625.1993001,  174.4757699,   11.9923911,    0.0000014,   33.3425597,    0.0000024,    0.6444583, 5275.7485276,  217.7527981, 1667.1723885,    0.9265043,    0.0767091,    1.1344127,    0.1129996,    5.2196557,  317.1814964,    0.0149328,   -0.2102742,   -0.0424001,   -0.0104720
  221.0000000,  127.8778883,   32.4917282,  200.0434029,  200.0434029,    3.3530481,    3.2864980,  129.2644514,   19.5256498,  558.9294404,   33.1039851,  172.8273279,   32.3656314,  -13.9582277,  -24.0752769,   19.0657400,   30.0702900,   20.5070143, -158.6300445,   19.0657400,   30.0702900,   77.1222183,  407.4820903,-5912.8981815, 3625.4289544,  174.4769479,   11.9927985,    0.0000014,   33.3425597,    0.0000024,    0.6447132, 5273.6626380,  218.2864944, 1668.0912772,    0.9267299,    0.0767091,    1.1353993,    0.1129996,    5.2209200,  317.1733950,    0.0149741,   -0.2101808,   -0.0424369,   -0.0104400
  221.2000000,  127.8785977,   32.4869693,  200.4022783,  200.4022783,    3.3531022,    3.2866116,  129.2623666,   19.5171588,  558.8874136,   33.0786524,  172.8412869,   32.3416748,  -13.9378802,  -24.0051584,   19.0411880,   29.9885480,   20.4888313, -158.7113739,   19.0411880,   29.9885480,   77.1341533,  407.6088828,-5912.5649952, 3625.6589438,  174.4781235,   11.9932132,    0.0000014,   33.3425597,    0.0000023,    0.6449683, 5271.5767485,  218.8203317, 1669.0110980,    0.9269547,    0.0767091,    1.1363851,    0.1129996,    5.2221847,  317.1653117,    0.0150153,   -0.2100873,   -0.0424737,   -0.0104079
  221.4000000,  127.8793058,   32.4822089,  200.7609226,  200.7609226,    3.3531585,    3.2867273,  129.2602882,   19.5086603,  558.8454055,   33.0533086,  172.8552105,   32.3177048,  -13.9175879,  -23.9349829,   19.0166360,   29.9068060,   20.4706555, -158.7927100,   19.0166360,   29.9068060,   77.1460650,  407.7355966,-5912.2310595, 3625.8892686,  174.4792967,   11.9936352,    0.0000013,   33.3425597,    0.0000023,    0.6452236, 5269.4908589,  219.3543104, 1669.9318500,    0.9271786,    0.0767091,    1.1373702,    0.1129996,    5.2234499,  317.1572467,    0.0150565,   -0.2099938,   -0.0425105,   -0.0103758
  221.6000000,  127.8800126,   32.4774471,  201.1193358,  201.1193358,    3.3532169,    3.2868450,  129.2582163,   19.5001545,  558.8034161,   33.0279537,  172.8690985,   32.2937216,  -13.8973507,  -23.8647507,   18.9920840,   29.8250640,   20.4524868, -158.8740527,   18.9920840,   29.8250640,   77.1579534,  407.8622317,-5911.8963740, 3626.1199289,  174.4804677,   11.9940646,    0.0000013,   33.3425597,    0.0000023,    0.6454791, 5267.4049693,  219.8884307, 1670.8535326,    0.9274016,    0.0767091,    1.1383545,    0.1129996,    5.2247157,  317.1491999,    0.0150976,   -0.2099002,   -0.0425473,   -0.0103436
  221.8000000,  127.8807183,   32.4726839,  201.4775181,  201.4775181,    3.3532774,    3.2869646,  129.2561508,   19.4916414,  558.7614454,   33.0025879,  172.8829511,   32.2697251,  -13.8771686,  -23.7944619,   18.9675320,   29.7433220,   20.4343251, -158.9554021,   18.9675320,   29.7433220,   77.1698183,  407.9887880,-5911.5609384, 3626.3509248,  174.4816364,   11.9945012,    0.0000013,   33.3425597,    0.0000023,    0.6457348, 5265.3190798,  220.4226930, 1671.7761450,    0.9276238,    0.0767091,    1.1393381,    0.1129996,    5.2259819,  317.1411715,    0.0151387,   -0.2098066,   -0.0425841,   -0.0103113
  222.0000000,  127.8814227,   32.4679192,  201.8354694,  201.8354694,    3.3533401,    3.2870863,  129.2540918,   19.4831209,  558.7194934,   32.9772111,  172.8967681,   32.2457154,  -13.8570414,  -23.7241168,   18.9429800,   29.6615800,   20.4161704, -159.0367582,   18.9429800,   29.6615800,   77.1816597,  408.1152654,-5911.2247523, 3626.5822565,  174.4828028,   11.9949452,    0.0000013,   33.3425597,    0.0000022,    0.6459907, 5263.2331902,  220.9570975, 1672.6996866,    0.9278451,    0.0767091,    1.1403208,    0.1129996,    5.2272487,  317.1331613,    0.0151798,   -0.2097129,   -0.0426208,   -0.0102790
  222.2000000,  127.8821260,   32.4631531,  202.1931897,  202.1931897,    3.3534049,    3.2872099,  129.2520392,   19.4745931,  558.6775602,   32.9518234,  172.9105495,   32.2216926,  -13.8369692,  -23.6537159,   18.9184280,   29.5798380,   20.3980227, -159.1181208,   18.9184280,   29.5798380,   77.1934776,  408.2416640,-5910.8878155, 3626.8139242,  174.4839669,   11.9953965,    0.0000013,   33.3425597,    0.0000022,    0.6462468, 5261.1473006,  221.4916445, 1673.6241565,    0.9280655,    0.0767091,    1.1413029,    0.1129996,    5.2285159,  317.1251695,    0.0152208,   -0.2096192,   -0.0426575,   -0.0102467
  222.4000000,  127.8828280,   32.4583856,  202.5506790,  202.5506790,    3.3534718,    3.2873356,  129.2499931,   19.4660579,  558.6356457,   32.9264250,  172.9242952,   32.1976567,  -13.8169519,  -23.5832592,   18.8938760,   29.4980960,   20.3798820, -159.1994900,   18.8938760,   29.4980960,   77.2052719,  408.3679838,-5910.5501277, 3627.0459280,  174.4851287,   11.9958550,    0.0000013,   33.3425597,    0.0000022,    0.6465032, 5259.0614110,  222.0263343, 1674.5495541,    0.9282851,    0.0767091,    1.1422842,    0.1129996,    5.2297837,  317.1171960,    0.0152618,   -0.2095254,   -0.0426942,   -0.0102142
